"","date","Address","pcode","County","cost","market","vat","des"
"1198","19/02/2018","3 SLADE CASTLE AVE, SAGGART, DUBLIN","Dublin 24","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1199","19/02/2018","36 FERNDALE AVE, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1200","19/02/2018","39 KINVARA ROAD, NAVAN ROAD, DUBLIN 7","Dublin 7","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1201","19/02/2018","4 HEATHER GROVE, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12021","19/02/2018","42 PINEWOOD PARK, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12033","19/02/2018","43 ST ANNES AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1204","19/02/2018","62 BEECH HOUSE, SILVERBANKS, BALDOYLE","Dublin 13","Dublin","€242,290.70","No","Yes","New Dwelling house /Apartment"
"1205","19/02/2018","7 Le Bas Terrace, Leinster Road West, Rathmines","Dublin 6","Dublin","€969,183.00","No","Yes","New Dwelling house /Apartment"
"1206","19/02/2018","7 THE COURTYARD, MILTOWN AVE, MOUNT ST ANNES DUBLIN 6","Dublin 6","Dublin","€546,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12073","19/02/2018","70 WESTON PARK, DUNDRUM, DUBLIN","Dublin 14","Dublin","€650,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12084","19/02/2018","APT 15, TYRCONNELL PLACE, TYRCONNELL RD DUBLIN 8","Dublin 8","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12092","19/02/2018","THE SPINNAKER, 2 ABBEY ST, HOWTH","Dublin 13","Dublin","€760,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12102","20/02/2018","11 LOHUNDA CLOSE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","€281,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12116","20/02/2018","12 LEINSTER PLACE, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€496,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1212","20/02/2018","127 CARROW RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€280,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"12131","20/02/2018","14 BÓTHAR CUAN DOR, BAILE ÁTHA CLIATH 9","Dublin 9","Dublin","€660,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1214","20/02/2018","19 CARRICKHILL DR, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","€540,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12153","20/02/2018","20 Cuil Duin Row, Citywest","Dublin 24","Dublin","€259,911.89","No","Yes","New Dwelling house /Apartment"
"1216","20/02/2018","22 DORNEY COURT, SHANKILL, DUBLIN","Dublin 18","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1217","20/02/2018","22 HOLLYBROOK APTS, BRIGHTON RD, FOXROCK DUBLIN 18","Dublin 18","Dublin","€1,090,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12181","20/02/2018","22 PINEBROOK AVE, ARTANE, DUBLIN 5","Dublin 5","Dublin","€225,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"1219","20/02/2018","23 AVONDALE AVENUE, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12201","20/02/2018","23 CREMORE HEIGHTS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12211","20/02/2018","3 SYNGE HOUSE, BRAEMOR RD, CHURCHTOWN DUBLIN 14","Dublin 14","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12221","20/02/2018","32, ELMDALE DRIVE, CHERRY ORCHARD DUBLIN 10","Dublin 10","Dublin","€96,600.00","Yes","No","Second-Hand Dwelling house /Apartment"
"12238","20/02/2018","35 MOY ELTA RD, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€52,320.00","Yes","No","Second-Hand Dwelling house /Apartment"
"12241","20/02/2018","40B NORTH RD, FINGLAS VILLAGE, DUBLIN 11","Dublin 11","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12251","20/02/2018","48 FONTENOY ST, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12261","20/02/2018","5 HENDRICK PLACE, OFF BLACKHALL PLACE, DUBLIN 7","Dublin 7","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12271","20/02/2018","52 DURROW RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12281","20/02/2018","52 sycamore House, Silverbanks, Baldoyle","Dublin 13","Dublin","€321,585.00","No","Yes","New Dwelling house /Apartment"
"12291","20/02/2018","56 MOREHAMPTON SQUARE, DONNEYBROOK, DUBLIN 4","Dublin 4","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1230","20/02/2018","7 GRANGE MANOR RD, RATHFARNHAM, DUBLIN 14","Dublin 16","Dublin","€458,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12312","20/02/2018","7 ST PATRICKS ROAD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€692,500.00","No","No","Second-Hand Dwelling house /Apartment"
"1232","20/02/2018","75 KINVARA RD, NAVAN RD, DUBLIN 15","Dublin 7","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12331","20/02/2018","76 DEERHAVEN AVE, CLONEE, DUBLIN 15","Dublin 15","Dublin","€224,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1234","20/02/2018","8 KINVARA GROVE, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€350,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"12353","20/02/2018","APT 1, 46 47 CORK ST, DUBLIN 8","Dublin 8","Dublin","€2,740,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12364","20/02/2018","APT 97, 109 PARNELL ST, DUBLIN 1","Dublin 1","Dublin","€168,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12371","20/02/2018","Car space 172, Crosbie's Yard, Ossory Road","Dublin 3","Dublin","€8,811.00","No","Yes","New Dwelling house /Apartment"
"12383","20/02/2018","ROCKFIELD, 23 HOWTH RD, SUTTON DUBLIN 13","Dublin 13","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12391","20/02/2018","SLANE HOUSE, ARDILAUN COURT, PATRICK ST","Dublin 8","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12406","20/02/2018","SOMMERSET, THE BURROW PORTRANE, DONABATE DUBLIN","Dublin 15","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12412","20/02/2018","Units 34  43  44  45  58  76 & 77, Belmayne, Dublin 13","Dublin 13","Dublin","€310,137.50","No","Yes","New Dwelling house /Apartment"
"1242","21/02/2018","10 ORCHARD WAY WALK AYREFIELD, GREENWOOD DUBLIN 13, DUBLIN","Dublin 13","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12431","21/02/2018","100 PORTMARNOCK DR, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","€507,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12442","21/02/2018","11 NEWGROVE AVE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€825,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1245","21/02/2018","121 WATERGATE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12461","21/02/2018","125 ST MOBHI RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€660,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1247","21/02/2018","12A CEDAR HALL, MILLBROOK VILLAGE, MILLTOWN RD DUBLIN 6","Dublin 6","Dublin","€442,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12486","21/02/2018","15 DROMAWLING RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12493","21/02/2018","15 MERRION VILLAGE, MERRION RD, DUBLIN 4","Dublin 4","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1250","21/02/2018","16 THE COURT, DALCASSIAN DOWNS, GLASNEVIN DUBLIN 9","Dublin 11","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12514","21/02/2018","172 LISMORE RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€215,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"12521","21/02/2018","18 TALBOT COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12532","21/02/2018","190 TIMBER MILL, KILMORE RD, ARTANE DUBLIN 5","Dublin 5","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12541","21/02/2018","20 ST ANNS, AILESBURY RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1255","21/02/2018","20 ST JAMESS COURT, ECHLIN ST, DUBLIN 8","Dublin 8","Dublin","€260,100.00","No","No","Second-Hand Dwelling house /Apartment"
"12562","21/02/2018","290 Swords Road, Santry","Dublin 9","Dublin","€515,418.00","No","Yes","New Dwelling house /Apartment"
"12572","21/02/2018","3 BOW LANE WEST, BOYAN COURT, KILMAINHAM DUBLIN 8","Dublin 15","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12584","21/02/2018","31 SUNDALE CLOSE, MOUNTAINVIEW, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12591","21/02/2018","34 LANESBOROUGH GARDENS, ST MARGARETS RD, DUBLIN 11","Dublin 11","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12601","21/02/2018","35 RATHBORNE DR, ASHTOWN, DUBLIN 15","Dublin 15","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1261","21/02/2018","39 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN","Dublin 11","Dublin","€192,951.00","No","Yes","New Dwelling house /Apartment"
"12623","21/02/2018","4 ARDPATRICK RD, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€501,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12634","21/02/2018","41 CANON HALL, CHURCH ST EAST, DUBLIN 3","Dublin 3","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12648","21/02/2018","43 NORTHBROOK AVE, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€732,500.00","No","No","Second-Hand Dwelling house /Apartment"
"12656","21/02/2018","503 GRACEPARK MANOR, DRUMCONDRA DUBLIN 9, DUBLIN","Dublin 9","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1266","21/02/2018","53 HUNTERS WAY, HUNTERS WOOD, BALLYCULLEN DUBLIN 24","Dublin 24","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12671","21/02/2018","56 HOLLYBANK RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€725,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1268","21/02/2018","60 HOME VILLAS, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12691","21/02/2018","64 LUTTRELLSTOWN DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12704","21/02/2018","67 ALYMER RD, NEWCASTLE, DUBLIN","Dublin 22","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12713","21/02/2018","7 Palmerstown Way, Clover Hill Road, Clondalkin","Dublin 22","Dublin","€268,722.47","No","Yes","New Dwelling house /Apartment"
"12729","21/02/2018","8 ST AGNES TERRACE, CRUMLIN, DUBLIN","Dublin 12","Dublin","€440,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"1273","21/02/2018","82 MALAHIDE RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€730,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12745","21/02/2018","APT 3, CARLTON HOUSE, SHELBOURNE RD DUBLIN 4","Dublin 4","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12751","22/02/2018","1 Hyde Avenue, Belmont, Aiken's Village","Dublin 18","Dublin","€396,476.00","No","Yes","New Dwelling house /Apartment"
"12761","22/02/2018","1 Lonsdale, Howth Road, Raheny","Dublin 5","Dublin","€784,140.97","No","Yes","New Dwelling house /Apartment"
"1277","22/02/2018","10 ASHFORD PLACE, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12783","22/02/2018","11 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1279","22/02/2018","122 WATERGATE EST, OLDBOWN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1280","22/02/2018","123C Malahide Road, Donnycarney","Dublin 3","Dublin","€409,692.00","No","Yes","New Dwelling house /Apartment"
"1281","22/02/2018","13 UPPER CHERRYFIELD AVE, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€840,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12826","22/02/2018","14 Hyde Road, Belmont, Stepaside","Dublin 18","Dublin","€499,950.00","No","Yes","New Dwelling house /Apartment"
"1283","22/02/2018","150 BALROTHERY EST, TALLAGHT DUBLIN 24, DUBLIN","Dublin 24","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12842","22/02/2018","17 CANON HALL, CHURCH ST EAST, DUBLIN 3","Dublin 3","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12852","22/02/2018","17, GRANGE ABBEY DRIVE, DONAGHMEDE DUBLIN 13","Dublin 13","Dublin","€129,500.00","Yes","No","Second-Hand Dwelling house /Apartment"
"12865","22/02/2018","19 MARTIN STREET, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12871","22/02/2018","19 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment"
"12881","22/02/2018","1, CROMCASTLE CLOSE, COOLOCK DUBLIN 5","Dublin 5","Dublin","€116,400.00","Yes","No","Second-Hand Dwelling house /Apartment"
"1289","22/02/2018","20 FOXROCK MANOR, FOXROCK, DUBLIN","Dublin 18","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1290","22/02/2018","20 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1291","22/02/2018","20 The Grove, Goatstown Road, Goatstown","Dublin 14","Dublin","€726,872.00","No","Yes","New Dwelling house /Apartment"
"1292","22/02/2018","20 WATERMILL LAWN, RAHENY, DUBLIN 5","Dublin 5","Dublin","€765,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1293","22/02/2018","21 DALEPARK RD, AYLESBURY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1294","22/02/2018","21 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1295","22/02/2018","22 UPPER BEECHWOOD AVE, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1296","22/02/2018","23 LIGHTHOUSE APTS, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1297","22/02/2018","23 NORTHCLIFFE APTS, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1298","22/02/2018","254 CASTLECURRAGH HEATH, MULHUDDART DUBLIN 15, DUBLIN","Dublin 15","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1299","22/02/2018","27 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1300","22/02/2018","27 WOLSEY HOUSE, DRYNAM COPSE, DRYNAM HALL KINSEALY DUBLIN","Dublin 15","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1301","22/02/2018","28 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1302","22/02/2018","3 COOLATREE PARK, BEAUMONT, DUBLIN 9","Dublin 9","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1303","22/02/2018","3 Larkfield Place, Clay Farm, Leopardstown","Dublin 18","Dublin","€431,718.00","No","Yes","New Dwelling house /Apartment"
"1304","22/02/2018","3 ROSELAWN WAY, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€460,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1305","22/02/2018","32 BAYSIDE WALK, BAYSIDE, DUBLIN 13","Dublin 13","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1306","22/02/2018","32 THE WALK, HUNTERS WOOD, BALLYCULLEN DUBLIN 24","Dublin 24","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1307","22/02/2018","34 Churchwell Drive, Belmayne, Dublin 13","Dublin 13","Dublin","€40,796.83","No","No","New Dwelling house /Apartment"
"1308","22/02/2018","35, WOODBANK AVENUE, FINGLAS WEST DUBLIN 11","Dublin 11","Dublin","€70,750.00","Yes","No","Second-Hand Dwelling house /Apartment"
"1309","22/02/2018","35, WOODBANK AVENUE, FINGLAS WEST DUBLIN 11","Dublin 11","Dublin","€70,750.00","Yes","No","Second-Hand Dwelling house /Apartment"
"1310","22/02/2018","41 COLLEGE PARK AVE, DUNDRUM, DUBLIN 16","Dublin 16","Dublin","€1,050,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1311","22/02/2018","41 Sycamore House, Silverbanks, The Coast","Dublin 13","Dublin","€154,185.00","No","Yes","New Dwelling house /Apartment"
"1312","22/02/2018","43 COLLEGE PARK AVE, BALLINTEER, DUBLIN 16","Dublin 16","Dublin","€705,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1313","22/02/2018","43 Main Street, Belmayne","Dublin 13","Dublin","€81,865.27","No","No","New Dwelling house /Apartment"
"1314","22/02/2018","44 Main Street, Belmayne","Dublin 13","Dublin","€38,524.81","No","No","New Dwelling house /Apartment"
"1315","22/02/2018","45 Main Street, Belmayne","Dublin 15","Dublin","€79,457.44","No","No","New Dwelling house /Apartment"
"1316","22/02/2018","47 OCONNELL GARDENS, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€615,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13173","22/02/2018","48 LINNETFIELDS SQ, CASTAHEANY DUBLIN 15, DUBLIN","Dublin 15","Dublin","€191,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1318","22/02/2018","49 Sycamore House, Silverbanks  The Coast, Baldoyle","Dublin 13","Dublin","€171,807.00","No","Yes","New Dwelling house /Apartment"
"1319","22/02/2018","5 ST JAMES AVE, JAMESS ST, DUBLIN","Dublin 8","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1320","22/02/2018","58 Main Street, Belmayne","Dublin 13","Dublin","€91,739.25","No","No","New Dwelling house /Apartment"
"13213","22/02/2018","6 SILVERWOOD RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","€571,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13223","22/02/2018","606 THE EDGES, SANDYFORD, DUBLIN","Dublin 18","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1323","22/02/2018","69 PALMERSTON RD, RATHMINES, DUBLIN 6","Dublin 6","Dublin","€1,326,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1324","22/02/2018","6A RUTLAND GROVE, CRUMLIN DUBLIN 12, DUBLIN","Dublin 12","Dublin","€372,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13251","22/02/2018","7 BOTANIC AVENUE, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€397,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1326","22/02/2018","76 Main Street, Belmayne","Dublin 13","Dublin","€26,886.72","No","No","New Dwelling house /Apartment"
"13272","22/02/2018","76B MARTINSROW, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin","€765,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1328","22/02/2018","77 Main Street, Belmayne","Dublin 13","Dublin","€67,613.25","No","No","New Dwelling house /Apartment"
"1329","22/02/2018","79 LYMEWOOD MEWS, NORTHWOOD, SANTRY DUBLIN 9","Dublin 9","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13302","22/02/2018","8 ST CANICES PARK, GLASNEVIN, DUBLIN","Dublin 11","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13311","22/02/2018","82 SANDYMOUNT AVE, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€923,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13322","22/02/2018","9 RATHFARNHAM MILL, RATHFARNHAM VILLAGE, DUBLIN 14","Dublin 14","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13334","22/02/2018","ALVERNA HOUSE, SAGGART, DUBLIN","Dublin 24","Dublin","€204,000.00","No","No","Second-Hand Dwelling house /Apartment"
"13348","22/02/2018","Apartment 5, Block 4, New Priory","Dublin 13","Dublin","€178,000.00","No","Yes","New Dwelling house /Apartment"
